model,epoch,train_accuracy,test_accuracy,f1_score,train_loss,test_loss,train_time_per_step,eval_time_per_step
embedding-then-conv1d,1,0.2048078941843376,0.23367625446147386,0.08852337345664411,0.006002944593992199,0.00446946731565781,0.33302631503657293,0.266700005531311
embedding-then-conv1d,2,0.237035481839177,0.23367625446147386,0.08852337345664411,0.00424750083238168,0.0044266992373149135,0.3244737637670417,0.2771996736526489
embedding-then-conv1d,3,0.24511862271677515,0.25299181188326686,0.1408086127136107,0.00417861464442562,0.004317734538319981,0.28668421193173055,0.284600043296814
embedding-then-conv1d,4,0.2762439638883057,0.2762964518160823,0.15600207774164973,0.004032341479854676,0.0041471075766381415,0.29144730693415594,0.27210021018981934
embedding-then-conv1d,5,0.3002834348099937,0.319966407726223,0.22873723580734323,0.0038467835358854553,0.003964973151771406,0.2926315571132459,0.26550002098083497
embedding-then-conv1d,6,0.3287843795926937,0.3357127860592064,0.24493711435205048,0.003684126283350097,0.003779151122809808,0.28768419592004074,0.2871000051498413
embedding-then-conv1d,7,0.3518790678144027,0.35817761914759605,0.2748617859028839,0.0035586090441288728,0.0036763251140641737,0.3180263418900339,0.25960001945495603
embedding-then-conv1d,8,0.362639093008608,0.3644761704807894,0.3114962616655612,0.003474118753113267,0.003648515311254565,0.2928684385199296,0.24979984760284424
embedding-then-conv1d,9,0.37623346630275034,0.37791307999160195,0.33714895356159297,0.003414865535471386,0.0036110466276926077,0.2978421449661255,0.2726998805999756
embedding-then-conv1d,10,0.3809573798026454,0.3695150115473441,0.3069715393318038,0.00336631649486062,0.0035750941521426145,0.28736839796367447,0.26070003509521483
