model,epoch,train_accuracy,test_accuracy,f1_score,train_loss,test_loss,train_time_per_step,eval_time_per_step
embedding-then-one-layer_tiny_bert,1,0.15478689901322695,0.23409615788368676,0.19176802405935728,0.004518549969885596,0.004560388088126205,0.19367802143096924,0.17151715755462646
embedding-then-one-layer_tiny_bert,2,0.24296661767793407,0.25761074952760865,0.23980283481961912,0.004225116078402599,0.004325109846622484,0.1913659509859587,0.16630198955535888
embedding-then-one-layer_tiny_bert,3,0.2696829729162293,0.27230736930505983,0.25945100337218396,0.004033021045386879,0.004164097540873628,0.1831378372091996,0.1661076307296753
embedding-then-one-layer_tiny_bert,4,0.28338232206592484,0.30422002939323955,0.28576333081586897,0.003898134564192085,0.004053403944271391,0.17875872160259046,0.16732165813446045
embedding-then-one-layer_tiny_bert,5,0.3024879277766114,0.3178668906151585,0.30448791835145705,0.003799993564370248,0.003972620866940899,0.17952284687443784,0.16158678531646728
embedding-then-one-layer_tiny_bert,6,0.3057946672265379,0.2964518160823011,0.2781667153903756,0.003722358996343042,0.00391219790032399,0.17727605292671605,0.16175081729888915
embedding-then-one-layer_tiny_bert,7,0.31414024774301913,0.31660718034851987,0.30114281076005667,0.0036669662900764904,0.0038740107323876603,0.17794315438521535,0.1605466365814209
embedding-then-one-layer_tiny_bert,8,0.31655469242074324,0.3220659248372874,0.3071468879824019,0.003624045001642058,0.003826554022289839,0.18134569494347824,0.16938519477844238
embedding-then-one-layer_tiny_bert,9,0.3201763594373294,0.3247952970816712,0.31577012721427183,0.0035855767545694066,0.0037891020825898823,0.18325227185299522,0.16632490158081054
embedding-then-one-layer_tiny_bert,10,0.32327314717614947,0.3283644761704808,0.3185318651833554,0.003553493231153278,0.0037586778596296997,0.17944741249084473,0.16331992149353028
embedding-then-one-layer_tiny_bert,11,0.3261074952760865,0.3220659248372874,0.3140228811578509,0.003533988634177974,0.0037380233172381247,0.1830925565016897,0.16564712524414063
embedding-then-one-layer_tiny_bert,12,0.33193365525929036,0.33466302750367416,0.32266233988061854,0.0035106922845341893,0.003721775188682311,0.18977761896033035,0.17391817569732665
embedding-then-one-layer_tiny_bert,13,0.33461053957589754,0.32647491077052276,0.3125653128806605,0.0034862057378806165,0.003702645789368073,0.19725138890115837,0.17732703685760498
embedding-then-one-layer_tiny_bert,14,0.3347155154314508,0.32374553852613897,0.3091837102676204,0.003465858748197906,0.003693116404493141,0.19827959412022642,0.17104041576385498
embedding-then-one-layer_tiny_bert,15,0.3390720134369095,0.33928196514801595,0.33486995205160314,0.003456718714427928,0.0036742779078814953,0.1867217515644274,0.17022345066070557
embedding-then-one-layer_tiny_bert,16,0.3366575687591854,0.33130380012597105,0.31941277927250994,0.00344140870516575,0.0036631175857518316,0.18812424885599235,0.16682584285736085
embedding-then-one-layer_tiny_bert,17,0.3376023514591644,0.3367625446147386,0.32356328930782774,0.003429335923898678,0.0036544975002047748,0.18663256419332405,0.1831134080886841
embedding-then-one-layer_tiny_bert,18,0.339544404786899,0.3348729792147806,0.32240702790608167,0.0034208534371069493,0.0036478174501123136,0.18819505917398552,0.17478127479553224
embedding-then-one-layer_tiny_bert,19,0.34148645811463363,0.3352928826369935,0.32374604933351164,0.0034034623772863227,0.003639701357314298,0.18862107552980123,0.16472811698913575
embedding-then-one-layer_tiny_bert,20,0.33833718244803695,0.33655259290363215,0.3296049959027596,0.003402321711073096,0.003633988797101508,0.18945019496114632,0.17165062427520753
embedding-then-one-layer_tiny_bert,21,0.3435334872979215,0.3302540415704388,0.31832680671408325,0.0033925981887518645,0.0036283920423438414,0.18430325859471372,0.17190301418304443
embedding-then-one-layer_tiny_bert,22,0.34474070963678355,0.3424312408146126,0.33170683273349083,0.0033871358291406527,0.0036172070924709657,0.18706184311916954,0.17035021781921386
embedding-then-one-layer_tiny_bert,23,0.3429036321646021,0.3388620617258031,0.32984095781390654,0.003378690590559122,0.0036123594565975197,0.187149725462261,0.16682651042938232
embedding-then-one-layer_tiny_bert,24,0.34573798026453917,0.32983413814822593,0.3091341412433554,0.0033673240361082536,0.003613621528324349,0.1898427825225027,0.16672232151031494
embedding-then-one-layer_tiny_bert,25,0.3411190426201974,0.34495066134789,0.3318672228457579,0.003365188430343234,0.0036043932576552925,0.18569478863164,0.1727818012237549
